record_id,student_id,study_date,study_hours,sleep_hours,library_hours,self_study_hours,distraction_hours,practice_questions,study_consistency
SB000339,STU00034,2026-04-26,5.21,7.85,0.79,4.7,0.0,28,10
SB000340,STU00034,2026-02-01,4.22,5.23,0.62,2.26,0.91,14,9
SB000341,STU00035,2026-03-13,7.13,6.65,2.72,5.42,3.59,46,8
SB000342,STU00035,2026-03-02,1.39,6.31,3.26,5.09,2.24,31,9
SB000343,STU00035,2026-03-10,2.42,7.44,3.43,4.44,3.01,35,5
SB000344,STU00035,2026-01-11,6.55,8.16,2.61,3.17,1.52,15,8
SB000345,STU00035,2026-01-13,2.77,7.72,0.1,5.22,0.79,45,1
SB000346,STU00035,2026-01-11,1.59,7.48,2.85,2.07,4.98,32,6
SB000347,STU00035,2026-04-28,3.14,8.46,0.79,2.68,4.11,4,1
SB000348,STU00035,2026-01-22,6.32,5.81,3.58,5.12,0.94,35,3
SB000349,STU00035,2026-01-29,1.61,6.71,2.83,4.42,0.16,39,4
SB000350,STU00035,2026-04-28,5.08,5.32,1.09,1.57,1.15,45,9
SB000351,STU00036,2026-04-15,5.04,8.06,2.34,4.48,1.0,31,4
SB000352,STU00036,2026-05-17,2.56,6.67,3.15,1.68,4.82,23,8
SB000353,STU00036,2026-04-17,1.79,8.36,0.55,1.81,4.05,13,10
SB000354,STU00036,2026-01-18,5.0,6.93,4.03,4.95,1.35,34,2
SB000355,STU00036,2026-04-16,7.23,6.54,0.05,1.86,4.46,3,6
SB000356,STU00036,2026-02-04,0.54,4.55,0.66,0.71,2.49,38,1
SB000357,STU00036,2026-04-25,6.02,6.81,4.8,3.34,2.88,39,7
SB000358,STU00036,2026-01-14,5.44,7.92,2.88,0.75,4.42,23,3
SB000359,STU00036,2026-05-19,7.55,7.59,4.94,4.91,1.33,8,1
SB000360,STU00036,2026-03-03,5.72,5.33,4.58,4.52,3.25,41,1
SB000361,STU00037,2026-03-31,3.11,6.11,0.41,5.49,0.58,14,7
SB000362,STU00037,2026-02-09,1.64,7.97,1.05,0.59,3.63,5,3
SB000363,STU00037,2026-06-30,6.45,5.99,0.91,1.3,1.45,25,2
SB000364,STU00037,2026-04-25,3.32,4.56,0.09,4.56,1.45,24,4
SB000365,STU00037,2026-05-29,6.11,5.73,3.01,2.27,0.98,14,1
SB000366,STU00037,2026-04-20,5.51,6.04,2.01,2.08,0.01,6,4
SB000367,STU00037,2026-05-06,4.89,5.58,4.83,2.14,2.56,36,6
SB000368,STU00037,2026-05-17,1.94,8.15,0.43,2.51,3.94,27,6
SB000369,STU00037,2026-06-02,7.83,5.36,3.28,4.23,2.28,24,4
SB000370,STU00037,2026-05-04,1.99,6.0,3.84,4.77,2.77,47,7
SB000371,STU00038,2026-02-25,7.07,6.32,4.26,4.59,0.74,9,7
SB000372,STU00038,2026-05-26,1.66,7.64,1.57,2.1,4.13,8,1
SB000373,STU00038,2026-04-27,5.95,5.4,4.37,2.85,1.2,18,6
SB000374,STU00038,2026-04-27,1.17,7.06,2.34,2.19,0.36,29,6
SB000375,STU00038,2026-05-12,1.68,5.67,0.32,1.19,1.02,25,4
SB000376,STU00038,2026-05-15,2.64,6.12,1.82,1.04,4.7,6,7
SB000377,STU00038,2026-03-09,1.24,8.78,1.83,5.11,1.22,27,7
SB000378,STU00038,2026-05-31,2.76,8.16,4.58,5.15,4.3,24,1
SB000379,STU00038,2026-03-03,4.31,7.63,2.75,1.97,0.25,6,1
SB000380,STU00038,2026-01-04,6.71,8.49,3.39,1.44,0.37,11,3
SB000381,STU00039,2026-03-12,2.17,5.38,0.55,2.38,1.34,50,10
SB000382,STU00039,2026-03-24,1.42,7.79,4.46,5.84,0.73,15,3
SB000383,STU00039,2026-01-28,7.78,6.84,1.67,4.0,0.44,27,10
SB000384,STU00039,2026-03-11,6.66,7.03,2.22,3.55,3.32,32,1
SB000385,STU00039,2026-05-14,1.84,7.44,2.64,3.29,1.68,23,5
SB000386,STU00039,2026-05-02,7.93,5.68,0.02,2.47,3.59,21,8
SB000387,STU00039,2026-03-09,4.43,7.01,4.05,4.31,1.23,27,8
SB000388,STU00039,2026-02-13,3.41,5.06,2.4,4.99,3.83,1,3
SB000389,STU00039,2026-01-13,3.21,4.74,4.25,3.85,1.81,28,5
SB000390,STU00039,2026-06-10,3.13,4.97,4.05,3.37,1.37,15,10
SB000391,STU00040,2026-03-30,3.45,8.5,0.58,3.71,3.11,41,5
SB000392,STU00040,2026-02-21,7.28,4.84,1.81,4.15,2.43,33,2
SB000393,STU00040,2026-05-10,6.15,5.86,4.15,1.78,0.72,25,1
SB000394,STU00040,2026-06-07,5.64,7.54,1.79,4.08,0.85,12,7
SB000395,STU00040,2026-01-24,4.84,6.77,4.85,5.46,0.47,4,8
SB000396,STU00040,2026-01-04,4.62,6.21,2.44,3.06,1.2,27,10
SB000397,STU00040,2026-06-24,6.23,8.7,2.05,5.15,2.09,39,7
SB000398,STU00040,2026-01-18,4.91,5.65,4.31,4.43,2.02,32,5
SB000399,STU00040,2026-03-16,7.77,6.04,3.08,5.46,1.47,5,8
SB000400,STU00040,2026-01-23,5.12,8.66,1.34,5.4,2.0,11,2
SB000401,STU00041,2026-02-07,2.22,6.32,1.25,3.17,3.81,12,1
SB000402,STU00041,2026-06-16,2.89,5.15,1.73,1.89,1.27,15,9
SB000403,STU00041,2026-02-12,0.57,5.88,3.93,2.39,1.26,18,1
SB000404,STU00041,2026-06-26,4.57,5.44,1.32,1.19,4.3,36,1
SB000405,STU00041,2026-02-27,1.19,4.6,1.02,0.71,4.01,30,2
SB000406,STU00041,2026-04-27,5.91,7.26,3.71,5.75,0.35,16,5
SB000407,STU00041,2026-01-30,7.43,8.09,1.68,5.69,1.02,50,3
SB000408,STU00041,2026-02-28,7.62,7.32,3.22,3.83,2.7,32,4
SB000409,STU00041,2026-04-14,6.5,8.78,4.17,2.2,1.52,44,7
SB000410,STU00041,2026-02-09,4.47,4.51,2.48,2.99,1.24,18,9
SB000411,STU00042,2026-06-07,7.32,4.96,0.02,0.9,3.51,18,10
SB000412,STU00042,2026-06-09,2.39,8.66,2.2,4.65,2.62,31,10
SB000413,STU00042,2026-05-26,3.71,5.06,3.63,1.47,3.23,36,7
SB000414,STU00042,2026-04-30,6.57,7.63,3.79,1.33,0.55,37,4
SB000415,STU00042,2026-05-04,7.22,5.8,1.01,1.65,1.73,35,9
SB000416,STU00042,2026-04-25,6.65,4.57,4.69,5.56,2.85,40,1
SB000417,STU00042,2026-04-17,7.68,6.89,1.28,1.22,3.37,22,5
SB000418,STU00042,2026-05-22,3.69,8.58,1.9,1.64,4.58,19,2
SB000419,STU00042,2026-01-10,7.37,6.72,3.79,5.68,4.46,15,6
SB000420,STU00042,2026-03-24,5.98,5.52,1.15,4.77,4.2,28,8
SB000421,STU00043,2026-02-02,4.95,7.04,1.16,0.61,1.62,32,6
SB000422,STU00043,2026-04-20,6.73,8.75,1.59,0.69,3.85,21,10
SB000423,STU00043,2026-05-12,1.09,7.84,3.04,2.91,4.22,15,5
SB000424,STU00043,2026-03-02,3.67,6.19,3.46,3.82,3.58,48,1
SB000425,STU00043,2026-01-13,6.38,5.03,3.94,0.57,4.44,15,9
SB000426,STU00043,2026-03-04,7.38,5.89,4.06,3.07,4.42,29,2
SB000427,STU00043,2026-01-14,1.02,6.02,0.73,5.19,1.12,17,4
SB000428,STU00043,2026-01-07,7.0,4.93,2.48,2.94,4.58,40,3
SB000429,STU00043,2026-06-16,4.43,6.77,0.97,5.3,0.19,40,7
SB000430,STU00043,2026-06-10,2.33,8.24,2.57,0.81,2.09,0,9
SB000431,STU00044,2026-06-27,4.35,5.73,1.33,5.57,2.76,32,2
SB000432,STU00044,2026-01-21,2.87,6.34,1.07,3.15,2.76,48,1
SB000433,STU00044,2026-05-03,1.04,7.08,3.42,1.5,0.55,45,5
SB000434,STU00044,2026-06-20,3.42,8.05,4.43,3.78,4.7,28,3
SB000435,STU00044,2026-01-21,5.24,7.34,2.68,1.58,3.26,39,3
SB000436,STU00044,2026-03-21,5.72,5.8,0.55,1.93,4.92,27,10
SB000437,STU00044,2026-06-04,3.94,6.6,1.08,0.71,0.01,43,8
SB000438,STU00044,2026-05-11,4.71,7.76,0.16,4.04,2.88,35,4
SB000439,STU00044,2026-04-29,1.17,7.66,4.45,4.18,3.94,50,2
SB000440,STU00044,2026-02-24,6.73,8.2,2.37,2.91,4.72,24,2
SB000441,STU00045,2026-05-05,7.98,4.95,2.85,3.86,3.79,33,7
SB000442,STU00045,2026-04-07,3.29,5.04,2.32,4.4,3.84,0,6
SB000443,STU00045,2026-06-22,5.83,4.78,0.44,5.71,3.44,9,3
SB000444,STU00045,2026-06-02,6.85,7.58,3.82,2.35,0.47,30,6
SB000445,STU00045,2026-02-14,2.0,7.24,1.93,5.68,3.95,21,10
SB000446,STU00045,2026-04-02,6.66,5.39,2.13,5.45,1.19,47,8
SB000447,STU00045,2026-04-07,4.14,8.07,3.43,5.88,0.11,0,1
SB000448,STU00045,2026-06-01,1.52,5.05,1.63,2.36,3.49,36,8
SB000449,STU00045,2026-01-22,6.74,4.64,0.97,5.12,1.74,12,4
SB000450,STU00045,2026-03-30,2.48,8.64,3.09,5.28,2.02,32,6
SB000451,STU00046,2026-03-26,6.96,5.74,3.23,2.16,0.31,7,2
SB000452,STU00046,2026-04-13,1.07,6.6,4.95,3.4,2.66,25,2
SB000453,STU00046,2026-01-04,0.54,6.8,4.85,2.28,3.62,9,5
SB000454,STU00046,2026-02-05,7.82,5.0,3.0,5.15,2.91,16,9
SB000455,STU00046,2026-04-21,6.52,7.72,4.15,2.93,3.82,19,8
SB000456,STU00046,2026-03-20,3.93,7.28,3.5,1.11,3.52,21,5
SB000457,STU00046,2026-01-08,3.3,7.48,1.75,1.62,3.03,47,4
SB000458,STU00046,2026-02-24,3.09,7.8,1.46,3.66,3.47,8,4
SB000459,STU00046,2026-05-20,0.79,8.19,3.58,3.92,4.96,27,8
SB000460,STU00046,2026-03-23,1.54,7.97,2.69,3.17,1.41,2,5
SB000461,STU00047,2026-05-06,0.77,8.79,3.07,4.62,2.4,24,6
SB000462,STU00047,2026-03-18,7.89,7.28,4.91,5.53,1.97,12,7
SB000463,STU00047,2026-02-13,2.28,5.86,4.25,4.43,0.01,42,10
SB000464,STU00047,2026-02-16,7.27,8.42,1.94,2.88,0.53,38,2
SB000465,STU00047,2026-02-23,5.71,6.48,0.39,2.26,2.05,21,8
SB000466,STU00047,2026-04-23,3.09,8.93,2.67,3.3,4.78,44,3
SB000467,STU00047,2026-04-30,3.61,5.61,1.76,2.74,1.48,8,2
SB000468,STU00047,2026-06-05,1.25,8.27,2.1,1.32,3.53,44,6
SB000469,STU00047,2026-03-09,1.56,7.17,0.94,1.2,0.78,27,5
SB000470,STU00047,2026-06-01,3.05,7.11,1.91,3.17,4.03,34,2
SB000471,STU00048,2026-04-11,5.7,4.87,1.48,4.15,1.23,39,6
SB000472,STU00048,2026-05-05,7.79,8.74,1.99,3.85,3.15,33,9
SB000473,STU00048,2026-06-24,7.38,5.43,0.58,4.42,3.4,40,1
SB000474,STU00048,2026-06-04,7.52,4.68,0.62,5.02,2.02,2,2
SB000475,STU00048,2026-04-15,7.81,8.23,3.2,2.03,1.21,37,10
SB000476,STU00048,2026-06-18,2.46,8.03,0.56,3.17,2.63,6,2
SB000477,STU00048,2026-06-07,4.73,6.6,0.81,3.61,4.12,23,2
SB000478,STU00048,2026-03-06,3.35,5.38,2.16,3.29,3.97,47,9
SB000479,STU00048,2026-03-01,1.27,6.13,1.04,3.73,3.9,31,5
SB000480,STU00048,2026-02-20,7.1,7.57,1.55,5.36,3.66,48,1
SB000481,STU00049,2026-06-28,5.98,6.32,0.46,2.85,4.57,19,3
SB000482,STU00049,2026-04-30,7.61,6.25,1.29,3.71,1.06,31,7
SB000483,STU00049,2026-06-23,7.04,5.15,3.17,4.32,1.39,9,8
SB000484,STU00049,2026-01-03,6.27,6.82,2.07,3.18,0.13,35,4
SB000485,STU00049,2026-05-23,4.34,8.23,3.22,1.3,0.4,7,9
SB000486,STU00049,2026-03-12,2.79,8.61,2.0,4.21,3.97,35,9
SB000487,STU00049,2026-02-17,5.95,8.35,4.45,1.6,2.5,11,8
SB000488,STU00049,2026-05-21,7.1,8.01,2.6,4.93,3.29,39,6
SB000489,STU00049,2026-04-06,6.57,8.73,3.13,1.98,1.67,42,3
SB000490,STU00049,2026-03-05,1.17,6.17,4.17,1.1,4.26,48,6
SB000491,STU00050,2026-01-02,3.54,5.14,2.17,5.37,3.76,30,10
SB000492,STU00050,2026-02-20,5.0,4.75,4.9,3.37,1.29,9,2
SB000493,STU00050,2026-02-05,1.25,6.64,2.58,4.96,1.61,42,6
SB000494,STU00050,2026-05-16,4.26,4.68,2.49,5.18,4.81,23,9
SB000495,STU00050,2026-05-17,4.07,5.28,1.49,0.64,1.2,28,2
SB000496,STU00050,2026-05-16,3.85,6.76,2.83,5.19,1.15,45,4
SB000497,STU00050,2026-01-20,1.62,6.18,1.31,5.24,3.45,31,5
SB000498,STU00050,2026-06-03,6.14,6.94,4.61,2.54,3.87,29,1
SB000499,STU00050,2026-03-13,1.19,8.22,1.02,0.53,2.02,19,2
SB000500,STU00050,2026-05-08,1.45,6.24,2.03,4.38,4.11,22,6
SB000501,STU00051,2026-06-19,1.48,6.02,4.47,3.95,2.78,34,5
SB000502,STU00051,2026-06-08,6.49,6.85,1.33,5.98,1.39,44,4
SB000503,STU00051,2026-04-27,5.73,4.95,3.99,5.95,4.91,49,2
SB000504,STU00051,2026-03-04,3.9,8.46,1.57,4.09,4.4,33,3
SB000505,STU00051,2026-01-12,5.31,6.83,3.81,2.4,4.34,4,5
SB000506,STU00051,2026-04-17,1.29,5.38,3.26,1.43,4.82,15,7
SB000507,STU00051,2026-03-18,4.54,8.45,1.07,3.09,1.93,17,1
SB000508,STU00051,2026-06-26,2.73,8.32,0.88,5.74,1.42,46,4
SB000509,STU00051,2026-01-16,7.17,8.06,1.71,3.43,3.8,28,1
SB000510,STU00051,2026-06-30,1.95,4.63,1.0,1.7,3.43,38,5
SB000511,STU00052,2026-04-16,5.39,5.95,1.44,1.26,1.59,10,10
SB000512,STU00052,2026-02-05,7.41,8.28,2.62,4.77,4.6,2,2
SB000513,STU00052,2026-02-17,6.89,4.6,2.81,5.27,2.22,27,4
SB000514,STU00052,2026-01-02,6.85,7.11,4.64,2.25,0.74,27,3
SB000515,STU00052,2026-03-28,5.29,7.02,4.33,2.43,4.91,46,4
SB000516,STU00052,2026-04-09,3.6,7.69,0.8,1.53,0.16,1,1
SB000517,STU00052,2026-03-24,6.3,5.26,3.83,5.88,2.08,26,4
SB000518,STU00052,2026-02-11,6.75,6.57,2.7,4.07,1.22,4,5
SB000519,STU00052,2026-01-06,0.69,8.93,4.28,5.32,2.11,45,9
SB000520,STU00052,2026-02-17,3.09,8.37,1.19,0.83,1.95,29,3
SB000521,STU00053,2026-01-21,4.54,6.29,3.58,3.28,3.41,50,3
SB000522,STU00053,2026-02-04,4.53,6.65,0.03,0.8,3.73,3,2
SB000523,STU00053,2026-06-17,5.72,7.03,0.6,0.53,0.81,38,5
SB000524,STU00053,2026-05-01,4.58,7.84,1.77,3.87,0.09,42,9
SB000525,STU00053,2026-02-23,5.54,6.7,3.56,4.29,4.16,27,5
SB000526,STU00053,2026-02-20,0.87,6.53,0.26,3.89,0.72,29,6
SB000527,STU00053,2026-01-02,1.59,6.49,4.38,2.03,1.83,29,2
SB000528,STU00053,2026-03-16,5.78,6.41,0.5,0.95,3.74,17,2
SB000529,STU00053,2026-01-26,7.88,6.68,4.61,4.76,1.12,30,4
SB000530,STU00053,2026-06-20,1.3,5.01,0.44,3.09,2.06,1,2
SB000531,STU00054,2026-06-09,2.24,6.71,3.67,3.66,0.34,9,9
SB000532,STU00054,2026-03-15,5.5,7.22,2.43,5.32,2.06,20,5
SB000533,STU00054,2026-03-22,7.76,8.5,2.7,4.43,2.34,29,8
SB000534,STU00054,2026-06-01,4.92,8.36,2.87,3.73,0.96,20,6
SB000535,STU00054,2026-06-03,2.66,4.96,2.28,4.7,2.32,35,6
SB000536,STU00054,2026-03-08,7.0,5.97,3.08,2.65,4.48,11,10
SB000537,STU00054,2026-01-25,3.29,6.65,3.75,2.06,3.52,27,10
SB000538,STU00054,2026-06-05,5.83,4.81,0.25,4.35,4.16,44,9
SB000539,STU00054,2026-05-11,5.24,8.62,1.75,5.38,4.87,28,3
SB000540,STU00054,2026-06-25,6.29,4.53,0.68,2.12,4.13,42,4
SB000541,STU00055,2026-02-25,2.91,4.56,4.13,1.47,3.38,5,1
SB000542,STU00055,2026-04-13,7.16,6.68,0.99,2.72,4.78,3,4
SB000543,STU00055,2026-01-07,3.11,7.07,0.54,5.29,2.94,18,1
SB000544,STU00055,2026-01-11,1.95,6.72,3.6,2.72,0.88,47,10
SB000545,STU00055,2026-01-05,3.5,5.82,4.65,0.51,0.24,14,9
SB000546,STU00055,2026-04-01,2.51,7.82,3.63,3.53,0.91,42,3
SB000547,STU00055,2026-04-09,7.35,5.07,2.79,4.03,1.41,0,8
SB000548,STU00055,2026-02-04,2.59,5.2,2.88,5.25,4.35,46,6
SB000549,STU00055,2026-01-20,4.16,5.79,2.78,1.79,1.19,41,7
SB000550,STU00055,2026-05-16,5.92,8.7,1.32,2.89,2.26,36,6
SB000551,STU00056,2026-06-09,6.36,4.55,2.58,1.93,0.95,38,3
SB000552,STU00056,2026-02-21,6.06,7.78,1.01,1.88,4.53,49,3
SB000553,STU00056,2026-03-25,1.5,5.3,0.92,3.85,2.27,48,6
SB000554,STU00056,2026-05-05,0.71,4.66,2.57,5.98,4.59,48,10
SB000555,STU00056,2026-05-22,7.14,5.2,0.55,5.99,2.84,49,5
SB000556,STU00056,2026-04-10,1.09,8.98,3.67,0.86,2.13,50,2
SB000557,STU00056,2026-01-31,6.8,7.43,4.06,1.18,4.47,0,6
SB000558,STU00056,2026-03-14,1.05,5.18,3.02,2.62,3.3,21,4
SB000559,STU00056,2026-03-26,0.68,6.37,0.47,4.54,2.82,43,5
SB000560,STU00056,2026-04-13,4.75,7.39,2.68,3.5,1.41,7,9
SB000561,STU00057,2026-04-11,6.42,8.67,3.03,5.83,2.88,4,8
SB000562,STU00057,2026-05-28,4.97,5.53,3.09,4.1,2.77,27,3
SB000563,STU00057,2026-06-19,7.71,7.31,3.13,0.87,2.49,40,1
SB000564,STU00057,2026-06-04,5.12,8.73,1.96,1.29,2.25,8,6
SB000565,STU00057,2026-05-07,7.22,7.91,2.93,0.74,2.77,3,7
SB000566,STU00057,2026-05-10,4.1,5.45,0.42,5.22,0.93,31,9
SB000567,STU00057,2026-04-06,6.2,8.76,3.33,5.28,2.45,42,7
SB000568,STU00057,2026-04-03,7.76,5.99,3.78,4.59,4.74,21,6
SB000569,STU00057,2026-05-23,2.38,8.99,0.11,3.67,2.36,45,6
SB000570,STU00057,2026-04-03,1.41,6.93,4.88,4.63,4.65,13,10
SB000571,STU00058,2026-05-31,4.58,4.88,2.46,4.79,0.46,1,5
SB000572,STU00058,2026-04-14,4.01,6.82,2.7,0.63,2.34,0,7
SB000573,STU00058,2026-02-28,4.32,7.55,4.1,3.68,2.05,21,3
SB000574,STU00058,2026-03-13,2.46,6.49,1.82,1.43,1.47,20,9
SB000575,STU00058,2026-04-13,7.21,8.3,4.47,0.98,3.36,23,5
SB000576,STU00058,2026-02-10,4.63,4.98,2.54,5.26,3.69,19,5
SB000577,STU00058,2026-04-27,3.46,7.94,0.2,1.39,4.36,6,2
SB000578,STU00058,2026-04-11,2.16,8.69,2.9,3.23,2.26,38,5
SB000579,STU00058,2026-01-01,0.51,4.83,2.92,3.6,3.84,13,2
SB000580,STU00058,2026-05-24,4.46,5.66,2.44,3.3,4.57,34,8
SB000581,STU00059,2026-01-15,1.31,8.86,4.57,5.36,2.7,40,4
SB000582,STU00059,2026-04-24,5.13,8.0,0.82,3.71,3.8,18,1
SB000583,STU00059,2026-02-26,1.04,7.39,3.79,2.24,1.69,14,6
SB000584,STU00059,2026-05-12,7.78,8.65,3.16,3.56,3.77,18,1
SB000585,STU00059,2026-02-23,3.11,6.04,4.5,1.67,1.27,35,7
SB000586,STU00059,2026-02-03,3.08,8.93,4.61,5.6,4.89,9,10
SB000587,STU00059,2026-02-02,4.49,6.07,3.59,2.78,1.97,17,4
SB000588,STU00059,2026-06-02,3.09,8.53,4.55,2.11,1.07,15,1
SB000589,STU00059,2026-04-10,4.24,5.08,4.97,4.15,0.78,5,9
SB000590,STU00059,2026-06-17,2.31,7.84,2.94,2.89,3.37,2,8
SB000591,STU00060,2026-02-05,3.15,8.06,0.51,4.17,2.63,21,10
SB000592,STU00060,2026-04-14,3.89,5.83,2.44,1.55,4.5,4,10
SB000593,STU00060,2026-06-01,3.0,4.59,2.47,1.39,4.7,26,7
SB000594,STU00060,2026-06-23,7.16,8.28,2.94,2.53,0.01,1,1
SB000595,STU00060,2026-01-24,3.24,8.41,1.35,2.73,0.24,39,9
SB000596,STU00060,2026-06-20,3.79,8.54,4.87,2.39,2.0,11,10
SB000597,STU00060,2026-03-01,0.52,8.18,1.99,4.56,4.57,11,8
SB000598,STU00060,2026-05-29,7.79,7.58,4.89,1.1,0.91,1,6
SB000599,STU00060,2026-03-11,6.06,7.85,1.77,1.19,3.29,4,3
SB000600,STU00060,2026-06-25,5.74,8.25,3.48,1.46,0.36,11,1
SB000601,STU00061,2026-03-28,6.0,5.17,2.45,4.07,4.61,15,6
SB000602,STU00061,2026-02-14,3.48,7.02,4.98,4.89,2.76,23,1
SB000603,STU00061,2026-01-19,3.09,5.26,2.35,2.35,0.19,32,6
SB000604,STU00061,2026-01-30,5.65,8.18,0.76,5.57,4.07,27,2
SB000605,STU00061,2026-03-02,7.68,8.42,0.1,0.92,4.01,47,1
SB000606,STU00061,2026-03-08,3.1,5.24,4.03,5.77,2.97,27,10
SB000607,STU00061,2026-02-22,3.88,8.58,0.17,3.96,3.02,28,2
SB000608,STU00061,2026-05-28,6.92,6.76,0.86,3.93,0.09,24,1
SB000609,STU00061,2026-05-10,5.83,6.28,0.41,1.98,1.56,0,10
SB000610,STU00061,2026-02-10,5.87,6.2,3.86,2.51,4.49,44,2
SB000611,STU00062,2026-06-15,7.02,8.13,1.35,1.16,4.45,25,10
SB000612,STU00062,2026-01-24,4.44,7.44,2.89,2.48,3.17,50,3
SB000613,STU00062,2026-06-24,6.66,8.17,2.19,3.73,1.74,10,8
SB000614,STU00062,2026-02-10,4.43,5.59,0.63,4.45,3.59,38,7
SB000615,STU00062,2026-03-02,5.42,7.81,4.84,0.93,4.26,1,6
SB000616,STU00062,2026-06-11,5.29,8.23,3.25,4.76,2.18,6,4
SB000617,STU00062,2026-03-05,2.03,5.6,3.19,5.87,3.07,49,10
SB000618,STU00062,2026-05-04,7.83,7.01,4.05,4.92,0.73,0,5
SB000619,STU00062,2026-01-22,1.94,5.9,3.27,5.44,3.59,6,7
SB000620,STU00062,2026-01-03,3.88,6.83,1.29,5.67,3.96,23,5
SB000621,STU00063,2026-04-11,5.0,6.4,1.88,5.34,1.8,23,8
SB000622,STU00063,2026-04-14,1.79,8.44,0.39,5.57,4.06,44,3
SB000623,STU00063,2026-03-23,3.75,5.09,4.5,2.2,4.12,29,9
SB000624,STU00063,2026-02-28,2.71,4.74,0.35,5.76,4.62,40,2
SB000625,STU00063,2026-02-21,7.57,7.62,0.45,5.49,4.82,50,7
SB000626,STU00063,2026-05-28,1.44,4.58,0.52,5.72,2.03,13,5
SB000627,STU00063,2026-04-17,6.0,6.26,0.95,3.96,0.45,14,7
SB000628,STU00063,2026-06-09,1.27,5.02,0.91,3.7,4.58,50,7
SB000629,STU00063,2026-06-15,5.72,4.51,2.01,2.86,4.42,33,10
SB000630,STU00063,2026-03-09,7.73,8.98,4.18,5.86,1.51,28,1
SB000631,STU00064,2026-02-25,2.68,7.99,4.7,3.75,3.65,44,1
SB000632,STU00064,2026-02-26,6.72,8.34,0.15,4.69,2.64,22,8
SB000633,STU00064,2026-03-30,3.29,6.13,4.15,4.61,0.14,15,10
SB000634,STU00064,2026-03-21,7.13,5.32,4.8,4.12,3.31,43,6
SB000635,STU00064,2026-01-19,6.82,5.82,1.57,0.66,0.83,28,2
SB000636,STU00064,2026-04-12,6.21,4.74,4.83,4.01,2.14,18,10
SB000637,STU00064,2026-01-13,1.68,7.64,0.07,2.52,4.89,24,5
SB000638,STU00064,2026-02-26,5.08,6.42,5.0,1.61,3.48,43,6
SB000639,STU00064,2026-01-29,7.96,8.02,2.91,4.12,0.39,10,10
SB000640,STU00064,2026-04-02,5.37,6.31,1.3,2.3,1.81,1,2
SB000641,STU00065,2026-04-14,6.14,7.03,0.72,4.55,4.24,6,1
SB000642,STU00065,2026-04-26,5.05,8.43,0.43,2.46,0.92,50,9
SB000643,STU00065,2026-01-22,5.87,7.55,4.95,5.16,4.16,4,10
SB000644,STU00065,2026-03-04,6.93,7.38,3.41,4.94,1.63,27,7
SB000645,STU00065,2026-04-22,7.27,5.62,1.25,1.84,0.59,4,4
SB000646,STU00065,2026-01-30,4.68,4.83,0.4,5.73,0.37,25,8
SB000647,STU00065,2026-05-22,2.28,8.24,3.08,5.03,3.79,23,1
SB000648,STU00065,2026-03-11,6.18,7.03,1.18,5.56,1.23,28,7
SB000649,STU00065,2026-03-19,5.36,6.0,0.7,3.79,3.08,36,8
SB000650,STU00065,2026-05-29,3.16,6.83,2.48,4.17,0.29,27,1
SB000651,STU00066,2026-05-04,5.87,8.32,1.07,5.58,1.77,31,5
SB000652,STU00066,2026-01-28,1.34,8.8,4.18,4.01,0.27,28,9
SB000653,STU00066,2026-02-06,5.68,8.8,0.05,3.86,3.18,25,8
SB000654,STU00066,2026-04-08,7.86,4.59,0.69,2.71,2.3,37,8
SB000655,STU00066,2026-01-05,5.42,7.81,0.35,5.42,2.98,20,1
SB000656,STU00066,2026-03-12,7.58,8.99,2.7,3.81,1.06,9,6
SB000657,STU00066,2026-05-13,3.38,6.3,0.14,3.08,4.38,15,5
SB000658,STU00066,2026-05-24,2.73,5.14,3.55,2.5,2.42,10,1
SB000659,STU00066,2026-06-24,3.68,8.61,2.11,2.68,0.79,11,6
SB000660,STU00066,2026-05-29,5.1,8.15,3.13,1.57,0.78,21,10
SB000661,STU00067,2026-02-16,7.71,6.16,3.78,3.98,2.79,32,4
SB000662,STU00067,2026-04-11,2.54,5.95,3.65,2.31,2.27,27,9
SB000663,STU00067,2026-03-28,3.37,6.29,3.73,2.3,2.68,24,10
SB000664,STU00067,2026-06-03,4.5,7.75,1.85,1.22,1.06,2,5
SB000665,STU00067,2026-05-23,3.52,7.61,3.67,5.82,4.58,13,2
SB000666,STU00067,2026-05-14,5.68,6.25,2.1,2.26,3.85,16,10
SB000667,STU00067,2026-06-06,1.99,4.67,0.42,2.39,1.82,18,8
SB000668,STU00067,2026-03-19,6.2,7.32,1.59,3.47,2.69,2,1
SB000669,STU00067,2026-05-20,7.15,6.79,3.37,5.61,1.79,22,8
SB000670,STU00067,2026-02-24,6.51,4.74,3.47,1.7,3.0,36,6
SB000671,STU00068,2026-05-09,1.25,7.48,3.65,3.24,0.45,31,8
SB000672,STU00068,2026-02-23,7.2,8.87,0.44,1.22,3.13,40,9
SB000673,STU00068,2026-02-04,3.45,5.37,2.92,2.71,2.52,21,1
SB000674,STU00068,2026-05-23,1.23,6.25,4.51,2.8,3.56,14,8
SB000675,STU00068,2026-06-04,1.58,4.89,4.83,2.82,3.46,8,4
SB000676,STU00068,2026-03-21,2.66,4.58,3.59,3.83,4.64,18,4
SB000677,STU00068,2026-04-23,6.73,8.73,4.19,5.87,4.53,20,5
SB000678,STU00068,2026-06-20,2.31,7.64,4.36,5.21,2.01,32,2
