assignment_id,student_id,subject,total_assignments,submitted_assignments,completion_percentage,average_assignment_score
ASG01859,STU00372,Machine Learning,11,7,63.64,40.12
ASG01860,STU00372,Operating Systems,10,9,90.0,78.64
ASG01861,STU00373,Big Data Analytics,8,5,62.5,66.2
ASG01862,STU00373,Computer Networks,9,5,55.56,59.26
ASG01863,STU00373,Database Management,12,6,50.0,84.78
ASG01864,STU00373,Machine Learning,12,7,58.33,74.52
ASG01865,STU00373,Operating Systems,8,5,62.5,86.78
ASG01866,STU00374,Big Data Analytics,11,3,27.27,83.26
ASG01867,STU00374,Computer Networks,12,12,100.0,42.39
ASG01868,STU00374,Database Management,9,9,100.0,39.42
ASG01869,STU00374,Machine Learning,11,6,54.55,40.88
ASG01870,STU00374,Operating Systems,12,3,25.0,82.12
ASG01871,STU00375,Big Data Analytics,9,8,88.89,70.42
ASG01872,STU00375,Computer Networks,11,4,36.36,87.26
ASG01873,STU00375,Database Management,11,11,100.0,47.56
ASG01874,STU00375,Machine Learning,12,6,50.0,93.6
ASG01875,STU00375,Operating Systems,10,5,50.0,94.65
ASG01876,STU00376,Big Data Analytics,8,4,50.0,61.98
ASG01877,STU00376,Computer Networks,10,4,40.0,93.89
ASG01878,STU00376,Database Management,9,6,66.67,58.87
ASG01879,STU00376,Machine Learning,12,11,91.67,48.32
ASG01880,STU00376,Operating Systems,8,8,100.0,79.5
ASG01881,STU00377,Big Data Analytics,9,9,100.0,37.07
ASG01882,STU00377,Computer Networks,8,3,37.5,51.96
ASG01883,STU00377,Database Management,10,9,90.0,93.01
ASG01884,STU00377,Machine Learning,12,12,100.0,78.8
ASG01885,STU00377,Operating Systems,12,4,33.33,59.04
ASG01886,STU00378,Big Data Analytics,12,12,100.0,78.23
ASG01887,STU00378,Computer Networks,9,6,66.67,40.78
ASG01888,STU00378,Database Management,11,7,63.64,98.73
ASG01889,STU00378,Machine Learning,8,4,50.0,80.93
ASG01890,STU00378,Operating Systems,9,4,44.44,59.82
ASG01891,STU00379,Big Data Analytics,9,9,100.0,40.17
ASG01892,STU00379,Computer Networks,8,3,37.5,53.95
ASG01893,STU00379,Database Management,11,11,100.0,85.84
ASG01894,STU00379,Machine Learning,8,5,62.5,80.06
ASG01895,STU00379,Operating Systems,9,7,77.78,51.76
ASG01896,STU00380,Big Data Analytics,8,6,75.0,41.79
ASG01897,STU00380,Computer Networks,8,3,37.5,38.78
ASG01898,STU00380,Database Management,9,8,88.89,86.42
ASG01899,STU00380,Machine Learning,10,9,90.0,78.87
ASG01900,STU00380,Operating Systems,11,3,27.27,85.82
ASG01901,STU00381,Big Data Analytics,10,8,80.0,90.45
ASG01902,STU00381,Computer Networks,10,8,80.0,68.72
ASG01903,STU00381,Database Management,8,6,75.0,65.61
ASG01904,STU00381,Machine Learning,11,3,27.27,50.81
ASG01905,STU00381,Operating Systems,9,6,66.67,80.1
ASG01906,STU00382,Big Data Analytics,11,9,81.82,58.79
ASG01907,STU00382,Computer Networks,8,3,37.5,95.13
ASG01908,STU00382,Database Management,11,8,72.73,96.86
ASG01909,STU00382,Machine Learning,8,7,87.5,82.16
ASG01910,STU00382,Operating Systems,11,5,45.45,55.5
ASG01911,STU00383,Big Data Analytics,12,11,91.67,91.2
ASG01912,STU00383,Computer Networks,9,6,66.67,48.68
ASG01913,STU00383,Database Management,8,8,100.0,96.96
ASG01914,STU00383,Machine Learning,12,8,66.67,78.88
ASG01915,STU00383,Operating Systems,9,4,44.44,97.62
ASG01916,STU00384,Big Data Analytics,11,4,36.36,90.08
ASG01917,STU00384,Computer Networks,10,9,90.0,55.41
ASG01918,STU00384,Database Management,12,11,91.67,53.23
ASG01919,STU00384,Machine Learning,12,11,91.67,95.15
ASG01920,STU00384,Operating Systems,10,6,60.0,45.25
ASG01921,STU00385,Big Data Analytics,8,6,75.0,77.99
ASG01922,STU00385,Computer Networks,10,4,40.0,64.49
ASG01923,STU00385,Database Management,12,10,83.33,93.68
ASG01924,STU00385,Machine Learning,12,9,75.0,91.59
ASG01925,STU00385,Operating Systems,9,6,66.67,88.07
ASG01926,STU00386,Big Data Analytics,12,9,75.0,85.29
ASG01927,STU00386,Computer Networks,10,10,100.0,40.31
ASG01928,STU00386,Database Management,10,10,100.0,77.93
ASG01929,STU00386,Machine Learning,9,6,66.67,84.66
ASG01930,STU00386,Operating Systems,12,11,91.67,80.47
ASG01931,STU00387,Big Data Analytics,9,3,33.33,96.18
ASG01932,STU00387,Computer Networks,12,4,33.33,38.27
ASG01933,STU00387,Database Management,11,11,100.0,59.09
ASG01934,STU00387,Machine Learning,9,3,33.33,52.44
ASG01935,STU00387,Operating Systems,10,4,40.0,52.64
ASG01936,STU00388,Big Data Analytics,8,7,87.5,70.06
ASG01937,STU00388,Computer Networks,12,6,50.0,79.68
ASG01938,STU00388,Database Management,9,9,100.0,70.8
ASG01939,STU00388,Machine Learning,11,7,63.64,53.27
ASG01940,STU00388,Operating Systems,9,7,77.78,55.38
ASG01941,STU00389,Big Data Analytics,9,6,66.67,56.01
ASG01942,STU00389,Computer Networks,9,8,88.89,63.2
ASG01943,STU00389,Database Management,11,8,72.73,73.27
ASG01944,STU00389,Machine Learning,10,7,70.0,89.13
ASG01945,STU00389,Operating Systems,8,6,75.0,42.02
ASG01946,STU00390,Big Data Analytics,12,4,33.33,76.41
ASG01947,STU00390,Computer Networks,11,5,45.45,42.7
ASG01948,STU00390,Database Management,9,3,33.33,75.64
ASG01949,STU00390,Machine Learning,9,7,77.78,59.72
ASG01950,STU00390,Operating Systems,11,8,72.73,45.14
ASG01951,STU00391,Big Data Analytics,11,4,36.36,74.97
ASG01952,STU00391,Computer Networks,12,8,66.67,40.65
ASG01953,STU00391,Database Management,8,7,87.5,90.98
ASG01954,STU00391,Machine Learning,8,5,62.5,75.42
ASG01955,STU00391,Operating Systems,9,5,55.56,56.58
ASG01956,STU00392,Big Data Analytics,8,5,62.5,67.68
ASG01957,STU00392,Computer Networks,10,9,90.0,62.13
ASG01958,STU00392,Database Management,10,10,100.0,61.04
ASG01959,STU00392,Machine Learning,10,8,80.0,49.13
ASG01960,STU00392,Operating Systems,8,3,37.5,57.13
ASG01961,STU00393,Big Data Analytics,10,3,30.0,83.31
ASG01962,STU00393,Computer Networks,12,3,25.0,66.07
ASG01963,STU00393,Database Management,9,8,88.89,86.3
ASG01964,STU00393,Machine Learning,10,7,70.0,60.68
ASG01965,STU00393,Operating Systems,8,4,50.0,95.46
ASG01966,STU00394,Big Data Analytics,12,10,83.33,88.48
ASG01967,STU00394,Computer Networks,12,3,25.0,83.32
ASG01968,STU00394,Database Management,12,12,100.0,43.89
ASG01969,STU00394,Machine Learning,11,11,100.0,60.68
ASG01970,STU00394,Operating Systems,9,6,66.67,76.39
ASG01971,STU00395,Big Data Analytics,8,5,62.5,62.6
ASG01972,STU00395,Computer Networks,12,6,50.0,49.47
ASG01973,STU00395,Database Management,9,9,100.0,58.95
ASG01974,STU00395,Machine Learning,8,3,37.5,48.42
ASG01975,STU00395,Operating Systems,12,8,66.67,72.91
ASG01976,STU00396,Big Data Analytics,8,3,37.5,76.39
ASG01977,STU00396,Computer Networks,10,10,100.0,63.27
ASG01978,STU00396,Database Management,11,6,54.55,63.37
ASG01979,STU00396,Machine Learning,9,3,33.33,80.85
ASG01980,STU00396,Operating Systems,8,7,87.5,76.78
ASG01981,STU00397,Big Data Analytics,10,9,90.0,56.36
ASG01982,STU00397,Computer Networks,8,4,50.0,77.8
ASG01983,STU00397,Database Management,11,5,45.45,50.41
ASG01984,STU00397,Machine Learning,12,3,25.0,94.72
ASG01985,STU00397,Operating Systems,11,5,45.45,73.94
ASG01986,STU00398,Big Data Analytics,9,4,44.44,76.96
ASG01987,STU00398,Computer Networks,11,7,63.64,67.24
ASG01988,STU00398,Database Management,12,4,33.33,82.12
ASG01989,STU00398,Machine Learning,8,3,37.5,53.81
ASG01990,STU00398,Operating Systems,9,7,77.78,82.18
ASG01991,STU00399,Big Data Analytics,11,7,63.64,70.38
ASG01992,STU00399,Computer Networks,12,5,41.67,76.97
ASG01993,STU00399,Database Management,9,7,77.78,98.49
ASG01994,STU00399,Machine Learning,11,4,36.36,39.08
ASG01995,STU00399,Operating Systems,9,9,100.0,46.31
ASG01996,STU00400,Big Data Analytics,9,5,55.56,36.97
ASG01997,STU00400,Computer Networks,10,8,80.0,37.4
ASG01998,STU00400,Database Management,9,6,66.67,45.8
ASG01999,STU00400,Machine Learning,9,5,55.56,48.0
ASG02000,STU00400,Operating Systems,9,8,88.89,70.52
ASG02001,STU00401,Big Data Analytics,11,5,45.45,69.59
ASG02002,STU00401,Computer Networks,10,3,30.0,54.69
ASG02003,STU00401,Database Management,12,5,41.67,91.38
ASG02004,STU00401,Machine Learning,9,9,100.0,92.32
ASG02005,STU00401,Operating Systems,11,3,27.27,54.18
ASG02006,STU00402,Big Data Analytics,10,5,50.0,41.49
ASG02007,STU00402,Computer Networks,8,6,75.0,69.11
ASG02008,STU00402,Database Management,9,6,66.67,42.88
ASG02009,STU00402,Machine Learning,12,11,91.67,35.86
ASG02010,STU00402,Operating Systems,8,6,75.0,45.89
ASG02011,STU00403,Big Data Analytics,9,7,77.78,88.52
ASG02012,STU00403,Computer Networks,9,9,100.0,83.32
ASG02013,STU00403,Database Management,8,5,62.5,49.19
ASG02014,STU00403,Machine Learning,10,6,60.0,66.5
ASG02015,STU00403,Operating Systems,10,7,70.0,48.29
ASG02016,STU00404,Big Data Analytics,9,8,88.89,99.71
ASG02017,STU00404,Computer Networks,12,8,66.67,86.91
ASG02018,STU00404,Database Management,12,8,66.67,48.81
ASG02019,STU00404,Machine Learning,9,4,44.44,49.01
ASG02020,STU00404,Operating Systems,8,4,50.0,70.78
ASG02021,STU00405,Big Data Analytics,8,7,87.5,76.81
ASG02022,STU00405,Computer Networks,9,8,88.89,61.48
ASG02023,STU00405,Database Management,9,4,44.44,99.13
ASG02024,STU00405,Machine Learning,10,10,100.0,38.2
ASG02025,STU00405,Operating Systems,8,7,87.5,42.64
ASG02026,STU00406,Big Data Analytics,11,8,72.73,54.68
ASG02027,STU00406,Computer Networks,12,6,50.0,49.49
ASG02028,STU00406,Database Management,12,10,83.33,85.82
ASG02029,STU00406,Machine Learning,9,5,55.56,71.46
ASG02030,STU00406,Operating Systems,9,8,88.89,36.38
ASG02031,STU00407,Big Data Analytics,12,5,41.67,42.52
ASG02032,STU00407,Computer Networks,10,10,100.0,73.94
ASG02033,STU00407,Database Management,12,9,75.0,89.29
ASG02034,STU00407,Machine Learning,8,7,87.5,51.38
ASG02035,STU00407,Operating Systems,10,4,40.0,90.78
ASG02036,STU00408,Big Data Analytics,11,5,45.45,61.53
ASG02037,STU00408,Computer Networks,12,5,41.67,84.04
ASG02038,STU00408,Database Management,9,7,77.78,87.53
ASG02039,STU00408,Machine Learning,9,5,55.56,82.07
ASG02040,STU00408,Operating Systems,9,7,77.78,36.64
ASG02041,STU00409,Big Data Analytics,8,7,87.5,64.0
ASG02042,STU00409,Computer Networks,9,7,77.78,52.91
ASG02043,STU00409,Database Management,10,4,40.0,92.03
ASG02044,STU00409,Machine Learning,12,4,33.33,69.48
ASG02045,STU00409,Operating Systems,10,3,30.0,88.16
ASG02046,STU00410,Big Data Analytics,11,6,54.55,38.23
ASG02047,STU00410,Computer Networks,11,4,36.36,84.02
ASG02048,STU00410,Database Management,12,4,33.33,75.44
ASG02049,STU00410,Machine Learning,9,3,33.33,68.98
ASG02050,STU00410,Operating Systems,11,3,27.27,63.38
ASG02051,STU00411,Big Data Analytics,10,9,90.0,68.93
ASG02052,STU00411,Computer Networks,9,8,88.89,48.54
ASG02053,STU00411,Database Management,8,3,37.5,83.29
ASG02054,STU00411,Machine Learning,10,9,90.0,57.37
ASG02055,STU00411,Operating Systems,10,4,40.0,84.59
ASG02056,STU00412,Big Data Analytics,9,8,88.89,35.98
ASG02057,STU00412,Computer Networks,10,5,50.0,85.76
ASG02058,STU00412,Database Management,9,4,44.44,83.1
ASG02059,STU00412,Machine Learning,9,8,88.89,60.42
ASG02060,STU00412,Operating Systems,9,8,88.89,94.86
ASG02061,STU00413,Big Data Analytics,11,4,36.36,45.67
ASG02062,STU00413,Computer Networks,10,10,100.0,96.27
ASG02063,STU00413,Database Management,10,3,30.0,70.91
ASG02064,STU00413,Machine Learning,12,9,75.0,52.92
ASG02065,STU00413,Operating Systems,9,6,66.67,35.19
ASG02066,STU00414,Big Data Analytics,9,3,33.33,55.32
ASG02067,STU00414,Computer Networks,10,8,80.0,92.73
ASG02068,STU00414,Database Management,10,6,60.0,53.63
ASG02069,STU00414,Machine Learning,11,5,45.45,59.28
ASG02070,STU00414,Operating Systems,12,4,33.33,44.55
ASG02071,STU00415,Big Data Analytics,11,4,36.36,36.05
ASG02072,STU00415,Computer Networks,10,5,50.0,38.69
ASG02073,STU00415,Database Management,10,9,90.0,59.91
ASG02074,STU00415,Machine Learning,11,10,90.91,79.22
ASG02075,STU00415,Operating Systems,11,9,81.82,48.91
ASG02076,STU00416,Big Data Analytics,10,8,80.0,76.85
ASG02077,STU00416,Computer Networks,9,3,33.33,62.0
ASG02078,STU00416,Database Management,10,4,40.0,52.71
ASG02079,STU00416,Machine Learning,8,7,87.5,84.03
ASG02080,STU00416,Operating Systems,9,9,100.0,39.51
ASG02081,STU00417,Big Data Analytics,10,8,80.0,47.67
ASG02082,STU00417,Computer Networks,10,3,30.0,94.72
ASG02083,STU00417,Database Management,9,7,77.78,75.29
ASG02084,STU00417,Machine Learning,10,3,30.0,73.79
ASG02085,STU00417,Operating Systems,10,3,30.0,53.55
ASG02086,STU00418,Big Data Analytics,8,7,87.5,84.36
ASG02087,STU00418,Computer Networks,11,11,100.0,35.34
ASG02088,STU00418,Database Management,8,4,50.0,51.03
ASG02089,STU00418,Machine Learning,10,10,100.0,61.02
ASG02090,STU00418,Operating Systems,12,6,50.0,59.52
ASG02091,STU00419,Big Data Analytics,8,5,62.5,52.0
ASG02092,STU00419,Computer Networks,8,6,75.0,69.52
ASG02093,STU00419,Database Management,8,7,87.5,69.96
ASG02094,STU00419,Machine Learning,9,8,88.89,68.48
ASG02095,STU00419,Operating Systems,11,9,81.82,40.1
ASG02096,STU00420,Big Data Analytics,8,3,37.5,93.19
ASG02097,STU00420,Computer Networks,8,3,37.5,78.04
ASG02098,STU00420,Database Management,8,5,62.5,53.54
ASG02099,STU00420,Machine Learning,11,10,90.91,81.68
ASG02100,STU00420,Operating Systems,9,6,66.67,41.82
ASG02101,STU00421,Big Data Analytics,10,7,70.0,67.96
ASG02102,STU00421,Computer Networks,12,11,91.67,54.61
ASG02103,STU00421,Database Management,10,5,50.0,82.43
ASG02104,STU00421,Machine Learning,11,3,27.27,66.41
ASG02105,STU00421,Operating Systems,10,3,30.0,65.86
ASG02106,STU00422,Big Data Analytics,10,5,50.0,39.24
ASG02107,STU00422,Computer Networks,12,6,50.0,68.16
ASG02108,STU00422,Database Management,12,11,91.67,39.3
ASG02109,STU00422,Machine Learning,9,6,66.67,52.58
ASG02110,STU00422,Operating Systems,8,4,50.0,69.28
ASG02111,STU00423,Big Data Analytics,9,4,44.44,76.23
ASG02112,STU00423,Computer Networks,12,4,33.33,45.73
ASG02113,STU00423,Database Management,9,9,100.0,62.04
ASG02114,STU00423,Machine Learning,9,8,88.89,36.6
ASG02115,STU00423,Operating Systems,10,3,30.0,35.27
ASG02116,STU00424,Big Data Analytics,9,7,77.78,41.02
ASG02117,STU00424,Computer Networks,10,7,70.0,73.62
ASG02118,STU00424,Database Management,8,8,100.0,46.31
ASG02119,STU00424,Machine Learning,11,5,45.45,48.64
ASG02120,STU00424,Operating Systems,9,7,77.78,54.46
ASG02121,STU00425,Big Data Analytics,10,7,70.0,44.0
ASG02122,STU00425,Computer Networks,11,4,36.36,86.19
ASG02123,STU00425,Database Management,11,7,63.64,66.15
ASG02124,STU00425,Machine Learning,8,6,75.0,64.73
ASG02125,STU00425,Operating Systems,9,5,55.56,51.05
ASG02126,STU00426,Big Data Analytics,8,3,37.5,58.91
ASG02127,STU00426,Computer Networks,9,7,77.78,42.47
ASG02128,STU00426,Database Management,8,7,87.5,41.07
ASG02129,STU00426,Machine Learning,12,8,66.67,35.97
ASG02130,STU00426,Operating Systems,12,11,91.67,69.15
ASG02131,STU00427,Big Data Analytics,8,3,37.5,50.95
ASG02132,STU00427,Computer Networks,12,9,75.0,36.15
ASG02133,STU00427,Database Management,9,7,77.78,70.83
ASG02134,STU00427,Machine Learning,12,4,33.33,73.14
ASG02135,STU00427,Operating Systems,12,7,58.33,80.93
ASG02136,STU00428,Big Data Analytics,10,9,90.0,41.71
ASG02137,STU00428,Computer Networks,9,4,44.44,98.48
ASG02138,STU00428,Database Management,11,6,54.55,77.29
ASG02139,STU00428,Machine Learning,9,4,44.44,59.25
ASG02140,STU00428,Operating Systems,9,8,88.89,37.73
ASG02141,STU00429,Big Data Analytics,9,9,100.0,86.1
ASG02142,STU00429,Computer Networks,12,6,50.0,80.45
ASG02143,STU00429,Database Management,9,6,66.67,97.27
ASG02144,STU00429,Machine Learning,9,3,33.33,96.02
ASG02145,STU00429,Operating Systems,9,6,66.67,92.14
ASG02146,STU00430,Big Data Analytics,10,5,50.0,93.44
ASG02147,STU00430,Computer Networks,10,5,50.0,55.68
ASG02148,STU00430,Database Management,10,10,100.0,45.98
ASG02149,STU00430,Machine Learning,11,7,63.64,78.23
ASG02150,STU00430,Operating Systems,12,3,25.0,78.27
ASG02151,STU00431,Big Data Analytics,11,9,81.82,73.72
ASG02152,STU00431,Computer Networks,9,9,100.0,65.99
ASG02153,STU00431,Database Management,10,5,50.0,52.17
ASG02154,STU00431,Machine Learning,10,5,50.0,77.83
ASG02155,STU00431,Operating Systems,8,8,100.0,66.69
ASG02156,STU00432,Big Data Analytics,12,10,83.33,56.37
ASG02157,STU00432,Computer Networks,11,5,45.45,89.77
ASG02158,STU00432,Database Management,8,6,75.0,91.64
ASG02159,STU00432,Machine Learning,8,8,100.0,55.77
ASG02160,STU00432,Operating Systems,11,6,54.55,39.47
ASG02161,STU00433,Big Data Analytics,12,3,25.0,93.25
ASG02162,STU00433,Computer Networks,11,9,81.82,39.74
ASG02163,STU00433,Database Management,11,11,100.0,39.09
ASG02164,STU00433,Machine Learning,12,12,100.0,80.68
ASG02165,STU00433,Operating Systems,9,5,55.56,63.62
ASG02166,STU00434,Big Data Analytics,12,10,83.33,69.11
ASG02167,STU00434,Computer Networks,8,5,62.5,69.55
ASG02168,STU00434,Database Management,9,4,44.44,91.48
ASG02169,STU00434,Machine Learning,12,9,75.0,68.53
ASG02170,STU00434,Operating Systems,12,6,50.0,80.66
ASG02171,STU00435,Big Data Analytics,10,4,40.0,38.04
ASG02172,STU00435,Computer Networks,9,5,55.56,59.58
ASG02173,STU00435,Database Management,9,6,66.67,66.85
ASG02174,STU00435,Machine Learning,12,12,100.0,79.79
ASG02175,STU00435,Operating Systems,11,8,72.73,48.35
ASG02176,STU00436,Big Data Analytics,9,9,100.0,56.12
ASG02177,STU00436,Computer Networks,11,3,27.27,79.31
ASG02178,STU00436,Database Management,12,11,91.67,62.37
ASG02179,STU00436,Machine Learning,11,6,54.55,99.47
ASG02180,STU00436,Operating Systems,12,3,25.0,40.86
ASG02181,STU00437,Big Data Analytics,12,12,100.0,81.62
ASG02182,STU00437,Computer Networks,10,10,100.0,44.87
ASG02183,STU00437,Database Management,8,5,62.5,48.96
ASG02184,STU00437,Machine Learning,11,8,72.73,41.22
ASG02185,STU00437,Operating Systems,10,9,90.0,67.0
ASG02186,STU00438,Big Data Analytics,10,3,30.0,64.32
ASG02187,STU00438,Computer Networks,12,9,75.0,46.55
ASG02188,STU00438,Database Management,10,5,50.0,59.66
ASG02189,STU00438,Machine Learning,10,10,100.0,93.91
ASG02190,STU00438,Operating Systems,12,6,50.0,41.98
ASG02191,STU00439,Big Data Analytics,8,8,100.0,68.37
ASG02192,STU00439,Computer Networks,11,3,27.27,45.86
ASG02193,STU00439,Database Management,11,9,81.82,58.6
ASG02194,STU00439,Machine Learning,8,5,62.5,92.01
ASG02195,STU00439,Operating Systems,11,3,27.27,63.6
ASG02196,STU00440,Big Data Analytics,10,9,90.0,63.26
ASG02197,STU00440,Computer Networks,8,8,100.0,81.51
ASG02198,STU00440,Database Management,9,5,55.56,91.75
ASG02199,STU00440,Machine Learning,11,9,81.82,93.78
ASG02200,STU00440,Operating Systems,10,3,30.0,89.38
ASG02201,STU00441,Big Data Analytics,9,8,88.89,47.52
ASG02202,STU00441,Computer Networks,12,4,33.33,70.69
ASG02203,STU00441,Database Management,11,11,100.0,67.84
ASG02204,STU00441,Machine Learning,9,4,44.44,60.22
ASG02205,STU00441,Operating Systems,9,8,88.89,90.58
ASG02206,STU00442,Big Data Analytics,9,3,33.33,46.8
ASG02207,STU00442,Computer Networks,11,11,100.0,70.05
ASG02208,STU00442,Database Management,12,7,58.33,74.39
ASG02209,STU00442,Machine Learning,8,6,75.0,99.15
ASG02210,STU00442,Operating Systems,11,10,90.91,84.17
ASG02211,STU00443,Big Data Analytics,12,12,100.0,97.34
ASG02212,STU00443,Computer Networks,10,8,80.0,72.38
ASG02213,STU00443,Database Management,11,8,72.73,79.0
ASG02214,STU00443,Machine Learning,11,7,63.64,82.67
ASG02215,STU00443,Operating Systems,12,4,33.33,93.82
ASG02216,STU00444,Big Data Analytics,12,4,33.33,88.47
ASG02217,STU00444,Computer Networks,9,5,55.56,55.93
ASG02218,STU00444,Database Management,12,8,66.67,80.19
ASG02219,STU00444,Machine Learning,9,3,33.33,54.92
ASG02220,STU00444,Operating Systems,11,11,100.0,46.92
ASG02221,STU00445,Big Data Analytics,12,8,66.67,58.04
ASG02222,STU00445,Computer Networks,10,9,90.0,88.08
ASG02223,STU00445,Database Management,12,7,58.33,85.85
ASG02224,STU00445,Machine Learning,11,6,54.55,65.14
ASG02225,STU00445,Operating Systems,9,6,66.67,76.46
ASG02226,STU00446,Big Data Analytics,8,5,62.5,96.87
ASG02227,STU00446,Computer Networks,9,5,55.56,61.05
ASG02228,STU00446,Database Management,10,10,100.0,85.11
ASG02229,STU00446,Machine Learning,11,8,72.73,59.17
ASG02230,STU00446,Operating Systems,10,9,90.0,51.37
ASG02231,STU00447,Big Data Analytics,9,5,55.56,61.88
ASG02232,STU00447,Computer Networks,8,7,87.5,37.88
ASG02233,STU00447,Database Management,10,7,70.0,63.18
ASG02234,STU00447,Machine Learning,12,4,33.33,38.0
ASG02235,STU00447,Operating Systems,12,10,83.33,40.49
ASG02236,STU00448,Big Data Analytics,10,5,50.0,83.99
ASG02237,STU00448,Computer Networks,10,8,80.0,55.18
ASG02238,STU00448,Database Management,10,6,60.0,75.86
ASG02239,STU00448,Machine Learning,8,4,50.0,48.86
ASG02240,STU00448,Operating Systems,10,9,90.0,88.16
ASG02241,STU00449,Big Data Analytics,11,7,63.64,70.99
ASG02242,STU00449,Computer Networks,10,6,60.0,93.17
ASG02243,STU00449,Database Management,9,7,77.78,96.86
ASG02244,STU00449,Machine Learning,12,11,91.67,67.9
ASG02245,STU00449,Operating Systems,11,5,45.45,46.65
ASG02246,STU00450,Big Data Analytics,9,6,66.67,88.2
ASG02247,STU00450,Computer Networks,12,5,41.67,99.61
ASG02248,STU00450,Database Management,9,5,55.56,96.28
ASG02249,STU00450,Machine Learning,10,6,60.0,41.02
ASG02250,STU00450,Operating Systems,8,4,50.0,74.26
ASG02251,STU00451,Big Data Analytics,10,9,90.0,98.78
ASG02252,STU00451,Computer Networks,10,8,80.0,56.61
ASG02253,STU00451,Database Management,9,7,77.78,85.89
ASG02254,STU00451,Machine Learning,9,9,100.0,96.64
ASG02255,STU00451,Operating Systems,9,8,88.89,45.61
ASG02256,STU00452,Big Data Analytics,10,6,60.0,47.88
ASG02257,STU00452,Computer Networks,12,11,91.67,63.43
ASG02258,STU00452,Database Management,10,7,70.0,60.67
ASG02259,STU00452,Machine Learning,11,6,54.55,60.34
ASG02260,STU00452,Operating Systems,9,4,44.44,98.96
ASG02261,STU00453,Big Data Analytics,11,10,90.91,86.2
ASG02262,STU00453,Computer Networks,11,9,81.82,41.81
ASG02263,STU00453,Database Management,9,6,66.67,69.94
ASG02264,STU00453,Machine Learning,12,7,58.33,63.42
ASG02265,STU00453,Operating Systems,8,6,75.0,96.14
ASG02266,STU00454,Big Data Analytics,10,4,40.0,99.84
ASG02267,STU00454,Computer Networks,11,4,36.36,49.01
ASG02268,STU00454,Database Management,10,7,70.0,80.66
ASG02269,STU00454,Machine Learning,8,8,100.0,43.91
ASG02270,STU00454,Operating Systems,11,11,100.0,94.43
ASG02271,STU00455,Big Data Analytics,8,4,50.0,93.34
ASG02272,STU00455,Computer Networks,8,8,100.0,80.64
ASG02273,STU00455,Database Management,9,9,100.0,87.97
ASG02274,STU00455,Machine Learning,10,6,60.0,85.43
ASG02275,STU00455,Operating Systems,11,5,45.45,36.76
ASG02276,STU00456,Big Data Analytics,8,4,50.0,50.67
ASG02277,STU00456,Computer Networks,9,9,100.0,81.82
ASG02278,STU00456,Database Management,8,5,62.5,57.46
ASG02279,STU00456,Machine Learning,12,7,58.33,92.35
ASG02280,STU00456,Operating Systems,10,6,60.0,48.5
ASG02281,STU00457,Big Data Analytics,8,4,50.0,61.34
ASG02282,STU00457,Computer Networks,9,8,88.89,67.95
ASG02283,STU00457,Database Management,8,7,87.5,57.97
ASG02284,STU00457,Machine Learning,11,9,81.82,70.02
ASG02285,STU00457,Operating Systems,8,3,37.5,42.84
ASG02286,STU00458,Big Data Analytics,9,5,55.56,56.48
ASG02287,STU00458,Computer Networks,8,6,75.0,64.11
ASG02288,STU00458,Database Management,12,10,83.33,87.63
ASG02289,STU00458,Machine Learning,11,10,90.91,64.02
ASG02290,STU00458,Operating Systems,12,5,41.67,53.91
ASG02291,STU00459,Big Data Analytics,8,4,50.0,42.23
ASG02292,STU00459,Computer Networks,8,5,62.5,69.86
ASG02293,STU00459,Database Management,12,10,83.33,58.42
ASG02294,STU00459,Machine Learning,10,10,100.0,51.15
ASG02295,STU00459,Operating Systems,9,3,33.33,55.04
ASG02296,STU00460,Big Data Analytics,12,6,50.0,36.28
ASG02297,STU00460,Computer Networks,10,10,100.0,40.4
ASG02298,STU00460,Database Management,11,4,36.36,60.52
ASG02299,STU00460,Machine Learning,9,8,88.89,80.25
ASG02300,STU00460,Operating Systems,11,11,100.0,62.15
ASG02301,STU00461,Big Data Analytics,9,6,66.67,55.25
ASG02302,STU00461,Computer Networks,8,4,50.0,40.83
ASG02303,STU00461,Database Management,9,5,55.56,89.72
ASG02304,STU00461,Machine Learning,8,4,50.0,48.7
ASG02305,STU00461,Operating Systems,10,9,90.0,76.88
ASG02306,STU00462,Big Data Analytics,9,8,88.89,57.85
ASG02307,STU00462,Computer Networks,12,4,33.33,60.43
ASG02308,STU00462,Database Management,8,7,87.5,36.46
ASG02309,STU00462,Machine Learning,8,7,87.5,88.23
ASG02310,STU00462,Operating Systems,10,9,90.0,94.41
ASG02311,STU00463,Big Data Analytics,8,6,75.0,85.79
ASG02312,STU00463,Computer Networks,11,10,90.91,88.0
ASG02313,STU00463,Database Management,10,4,40.0,42.93
ASG02314,STU00463,Machine Learning,8,4,50.0,88.33
ASG02315,STU00463,Operating Systems,8,6,75.0,41.1
ASG02316,STU00464,Big Data Analytics,10,8,80.0,53.71
ASG02317,STU00464,Computer Networks,12,9,75.0,82.62
ASG02318,STU00464,Database Management,11,5,45.45,92.6
ASG02319,STU00464,Machine Learning,10,4,40.0,53.96
ASG02320,STU00464,Operating Systems,11,11,100.0,98.12
ASG02321,STU00465,Big Data Analytics,12,12,100.0,71.9
ASG02322,STU00465,Computer Networks,8,7,87.5,66.41
ASG02323,STU00465,Database Management,11,9,81.82,49.94
